Timestamp,CAN_ID,DLC,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,Flag
1513704019.0803816,0316,8,227,207,254,201,223,251,226,201,T
1513701063.7212744,0329,8,216,230,117,59,115,52,102,24,R
1513702001.440029,0329,8,198,222,202,192,205,174,22,227,R
1513703853.1770635,0329,8,167,25,73,214,143,26,12,225,R
1513704910.598212,03EA,8,58,198,178,199,49,185,57,169,T
1513700287.4057481,0260,8,78,144,241,31,6,210,70,127,R
1513701750.7350147,0329,8,162,145,160,36,227,136,25,0,R
1513701939.438789,0329,8,232,55,23,2,191,28,143,87,R
1513702306.246125,0260,8,56,122,2,71,113,200,100,56,R
1513703044.960899,0329,8,124,1,26,56,209,179,4,51,R
1513701133.1226625,018F,8,235,60,231,223,182,243,216,33,R
1513704390.3878078,0316,8,200,207,240,202,239,212,231,213,T
1513700363.3072662,02A0,8,209,15,135,86,59,253,163,2,R
1513702712.154243,018F,8,241,241,254,11,63,252,227,130,R
1513702335.2467048,0260,8,101,131,247,165,31,242,181,187,R
1513704024.6804936,0316,8,242,212,247,220,252,248,212,223,T
1513703899.2779856,0260,8,90,18,58,218,14,7,119,177,R
1513702874.657493,02A0,8,106,244,67,79,37,133,210,173,R
1513702500.650013,02A0,8,98,220,208,84,194,131,82,241,R
1513704938.49877,0000,8,0,0,0,0,0,0,0,0,T
1513700297.9059582,0316,8,227,87,9,51,177,33,163,238,R
1513704967.49935,0316,8,250,249,221,239,235,240,240,206,T
1513703813.4762695,02A0,8,140,93,110,189,152,125,207,136,R
1513702052.541051,018F,8,62,15,50,15,57,162,195,225,R
1513701764.0352807,0329,8,47,232,3,18,59,210,41,233,R
1513703966.2793255,0260,8,193,82,69,247,116,74,133,137,R
1513702179.0435808,0260,8,151,175,214,81,87,76,189,7,R
1513702947.1589432,0329,8,143,162,25,195,56,66,28,190,R
1513700718.1143622,02A0,8,72,214,163,155,241,239,28,244,R
1513701507.0301406,018F,8,187,30,177,59,215,61,166,130,R
1513703397.8679574,02A0,8,31,243,136,188,145,189,15,230,R
1513704676.293526,07ED,8,2,179,198,62,119,136,240,194,T
1513703032.8606572,02A0,8,14,104,175,196,161,102,203,42,R
1513703678.8735774,0260,8,172,220,140,1,21,118,62,68,R
1513700587.4117482,02A0,8,248,71,190,249,196,252,227,101,R
1513703139.6627932,0260,8,9,102,153,225,186,27,173,169,R
1513704149.3829877,0000,8,0,0,0,0,0,0,0,0,T
1513701314.4262886,0260,8,166,21,208,219,188,165,15,123,R
1513703698.7739754,0329,8,244,161,90,36,126,166,154,245,R
1513702454.549091,018F,8,243,167,94,245,147,44,139,168,R
1513704855.097102,07B3,8,27,126,100,102,52,210,67,208,T
1513703269.6653934,0260,8,32,233,105,248,97,188,194,0,R
1513701958.3391669,018F,8,119,204,210,107,36,2,112,14,R
1513702828.3565671,0316,8,25,219,154,200,170,127,97,106,R
1513700839.5167904,02A0,8,18,101,236,170,18,38,107,159,R
1513704569.4913898,0316,8,216,215,243,237,233,248,234,225,T
1513701981.0396209,0316,8,20,141,12,31,233,235,139,62,R
1513703931.9786396,0316,8,246,140,88,14,132,5,52,199,R
1513704702.694054,0000,8,0,0,0,0,0,0,0,0,T
1513702810.656213,0260,8,231,174,59,250,17,99,38,212,R
1513703223.0644612,018F,8,90,159,165,101,33,82,47,75,R
1513703893.4778695,018F,8,216,233,76,96,199,150,182,247,R
1513701992.3398468,0329,8,78,25,9,194,230,220,165,54,R
1513701039.1207824,02A0,8,205,8,99,69,23,217,97,64,R
1513701232.7246544,0316,8,11,23,125,74,170,104,161,220,R
1513700337.906758,0329,8,202,10,215,205,108,221,103,110,R
1513702906.1581233,0260,8,96,69,46,182,122,13,119,224,R
1513701344.1268826,018F,8,102,123,166,179,224,103,57,64,R
1513704444.7888958,0000,8,0,0,0,0,0,0,0,0,T
1513701515.3303065,0260,8,228,57,230,191,192,14,81,234,R
1513702178.343567,0316,8,124,234,215,101,144,208,117,216,R
1513704069.8813977,0316,8,205,203,238,241,209,254,211,226,T
1513704839.396788,0000,8,0,0,0,0,0,0,0,0,T
1513704572.2914457,0316,8,207,216,213,239,224,239,239,209,T
1513700634.3126862,0329,8,59,55,105,110,88,11,229,70,R
1513704227.6845536,0000,8,0,0,0,0,0,0,0,0,T
1513702046.340927,02A0,8,14,134,158,188,173,14,245,140,R
1513704614.5922918,030A,8,49,160,105,59,95,194,184,85,T
1513700629.2125843,0260,8,229,15,178,217,223,188,158,242,R
1513700339.6067922,018F,8,70,105,49,254,245,101,198,187,R
1513701921.8384368,0329,8,214,36,114,19,115,175,86,136,R
1513702139.9427989,0316,8,160,104,228,30,102,206,133,243,R
1513700770.4154084,02A0,8,78,223,22,198,122,37,158,28,R
1513700632.7126544,0329,8,184,170,100,139,205,63,107,50,R
1513701025.5205104,0329,8,96,138,7,148,223,191,4,33,R
1513704791.395828,0C19,8,241,136,61,232,175,168,8,144,T
1513701131.9226384,0316,8,149,206,131,249,209,120,235,22,R
1513704781.1956239,0316,8,239,214,206,202,249,252,203,218,T
1513701736.1347227,0260,8,236,131,99,7,99,174,148,74,R
1513703987.2797456,018F,8,204,222,246,56,14,37,100,144,R
1513701814.3362868,0316,8,99,224,214,194,42,127,185,184,R
1513704687.2937458,0000,8,0,0,0,0,0,0,0,0,T
1513701351.8270366,0316,8,240,173,236,82,121,54,229,11,R
1513702661.8532372,0260,8,108,58,190,99,63,92,243,117,R
1513703269.4653893,018F,8,208,156,169,37,184,180,147,139,R
1513700585.411708,02A0,8,247,26,39,0,173,138,166,17,R
1513700432.50865,02A0,8,201,83,187,119,52,98,239,73,R
1513701194.1238825,02A0,8,159,181,186,24,76,141,171,123,R
1513702675.753515,0316,8,156,86,240,210,162,112,122,184,R
1513703925.3785076,0329,8,120,254,86,169,209,195,138,202,R
1513702238.544771,018F,8,184,214,204,78,96,44,52,76,R
1513704359.3871877,0000,8,0,0,0,0,0,0,0,0,T
1513703220.2644053,018F,8,168,80,222,63,135,182,169,249,R
1513704516.790336,0000,8,0,0,0,0,0,0,0,0,T
1513701970.3394067,0316,8,1,175,197,200,183,105,20,249,R
1513704295.9859197,0000,8,0,0,0,0,0,0,0,0,T
1513704464.7892957,0316,8,226,202,250,231,200,234,227,212,T
1513704360.9872198,0316,8,215,240,222,234,212,215,227,211,T
1513701289.8257966,0329,8,74,121,40,248,82,113,60,134,R
1513704055.4811096,0000,8,0,0,0,0,0,0,0,0,T
1513703965.9793196,0316,8,229,147,159,247,237,231,96,239,R
1513704110.3822076,0964,8,140,167,19,24,54,112,193,172,T
1513700013.400268,018F,8,66,232,108,145,110,227,110,213,R
1513703053.2610652,0329,8,21,124,231,45,243,190,176,186,R
1513701071.9214385,0260,8,194,230,154,248,208,206,243,233,R
1513703960.1792035,018F,8,210,44,188,35,85,81,248,183,R
1513700311.406228,0329,8,218,101,34,201,203,201,53,225,R
1513704605.9921198,0316,8,249,236,220,215,213,242,241,219,T
1513703636.9727395,0316,8,128,254,227,212,216,130,202,206,R
1513702254.745095,0316,8,160,28,106,146,68,141,238,136,R
1513704398.2879658,0000,8,0,0,0,0,0,0,0,0,T
1513700193.403868,018F,8,4,81,130,218,117,80,207,69,R
1513703638.3727674,0316,8,165,2,63,187,78,102,118,92,R
1513703911.1782236,0316,8,121,86,131,25,49,167,134,61,R
1513700433.1086621,018F,8,253,108,227,62,11,168,158,1,R
1513703132.3626473,02A0,8,229,137,252,252,230,38,233,227,R
1513702905.358107,018F,8,72,69,187,21,19,215,88,96,R
1513702676.5535312,018F,8,71,25,174,149,175,167,139,63,R
1513701536.0307207,0329,8,232,114,85,217,209,88,84,215,R
1513701178.5235705,0260,8,184,213,127,106,196,180,193,139,R
1513702388.947779,0329,8,86,125,155,200,196,228,231,47,R
1513702812.556251,02A0,8,31,48,9,251,38,219,32,199,R
1513702869.457389,018F,8,206,241,51,81,52,72,69,142,R
1513701665.4333086,0329,8,103,19,232,130,191,134,2,170,R
1513701059.6211925,02A0,8,20,52,253,254,146,2,187,80,R
1513700110.0022001,018F,8,218,20,91,126,79,55,237,214,R
1513700918.7183743,018F,8,223,235,202,143,10,2,182,41,R
1513703331.8666372,018F,8,94,132,191,159,241,188,133,43,R
1513703233.4646692,02A0,8,1,31,181,90,161,230,153,131,R
1513702665.553311,0329,8,246,11,8,26,53,101,153,32,R
1513701075.0215003,0316,8,208,224,129,251,112,60,131,11,R
1513701485.1297026,02A0,8,131,6,75,221,72,6,239,46,R
1513703565.6713135,018F,8,22,31,149,146,218,59,42,65,R
1513702015.2403047,0329,8,103,243,64,190,72,237,154,205,R
1513702481.349627,018F,8,162,75,1,37,67,43,49,83,R
1513703411.8682373,0329,8,98,180,75,4,33,155,118,75,R
1513702608.052161,018F,8,178,23,157,30,45,252,23,189,R
1513704693.293866,0000,8,0,0,0,0,0,0,0,0,T
1513700282.4056482,0316,8,231,135,248,101,80,82,190,160,R
1513703715.8743174,0329,8,23,70,162,35,2,65,247,11,R
1513703324.9664993,018F,8,144,56,89,179,82,138,86,109,R
1513704617.2923458,0519,8,69,96,0,112,207,105,62,190,T
1513700199.5039902,02A0,8,118,106,26,192,161,80,100,61,R
1513700454.9090981,0316,8,151,19,142,84,116,105,203,145,R
1513701317.7263546,02A0,8,178,162,185,9,165,31,61,97,R
1513703771.7754354,0260,8,6,121,118,129,184,32,84,93,R
1513704869.49739,0316,8,226,250,233,202,206,220,235,253,T
1513701408.5281706,0316,8,46,32,37,151,200,94,101,48,R
1513703749.6749935,018F,8,41,214,249,167,164,164,82,97,R
1513702357.0471408,02A0,8,155,64,184,184,193,131,136,131,R
1513701237.4247484,02A0,8,183,13,129,228,238,125,190,18,R
1513700863.9172783,018F,8,39,103,218,202,181,127,181,155,R
1513704129.6825936,0316,8,235,244,235,249,236,234,251,206,T
1513700625.1125023,0316,8,179,65,5,13,232,156,105,153,R
1513704186.1837237,0000,8,0,0,0,0,0,0,0,0,T
1513701111.3222265,0316,8,120,58,177,195,216,7,39,173,R
1513702960.759215,02A0,8,49,125,76,59,10,184,217,175,R
1513702997.3599472,0329,8,34,143,176,189,130,158,150,99,R
1513704383.2876658,0000,8,0,0,0,0,0,0,0,0,T
1513703383.9676793,018F,8,92,124,203,19,120,34,76,51,R
1513702974.1594832,0316,8,99,93,49,7,75,186,101,59,R
1513703299.1659834,0260,8,85,13,141,122,44,248,114,58,R
1513700856.1171224,018F,8,130,198,102,51,10,54,87,226,R
1513701688.5337706,0316,8,253,189,99,105,51,189,225,108,R
1513701353.4270685,02A0,8,9,29,221,232,134,142,146,73,R
1513701956.5391307,0316,8,252,68,93,106,90,154,88,154,R
1513704458.7891757,0316,8,206,230,223,247,242,215,229,250,T
1513703478.4695694,0316,8,161,179,78,63,85,119,104,172,R
1513703994.4798896,02A0,8,64,32,77,211,9,60,163,194,R
1513700174.703494,02A0,8,89,51,254,251,7,106,207,168,R
1513704471.8894377,0FCD,8,18,136,204,123,172,215,9,227,T
1513701760.5352106,0329,8,81,114,145,73,197,4,108,86,R
1513702535.350707,0260,8,96,192,222,47,160,2,222,193,R
1513704379.0875816,0BEB,8,169,230,28,218,169,146,205,0,T
1513702042.9408588,02A0,8,121,37,80,188,188,92,229,14,R
1513704622.6924539,0000,8,0,0,0,0,0,0,0,0,T
1513701943.2388647,02A0,8,194,92,155,65,131,208,83,163,R
1513701084.7216945,018F,8,190,155,207,213,91,77,5,138,R
1513702778.3555672,0316,8,89,80,208,4,106,84,226,184,R
1513701811.8362367,0316,8,226,175,112,99,112,176,155,227,R
1513703153.3630672,0316,8,140,184,120,145,242,9,206,112,R
1513704629.9926,0E12,8,221,198,168,142,249,10,18,92,T
1513702234.4446888,02A0,8,219,106,0,184,80,186,153,180,R
1513704995.399908,0316,8,240,237,213,226,221,241,213,240,T
1513700644.8128963,02A0,8,58,123,195,228,181,248,82,144,R
1513703582.9716594,0329,8,46,240,25,60,158,32,159,20,R
1513700522.3104463,02A0,8,179,158,214,77,219,141,128,42,R
1513701894.7378948,0329,8,233,25,49,127,5,132,153,154,R
1513701970.4394088,0260,8,113,6,223,231,167,154,204,1,R
1513703627.7725554,018F,8,185,167,58,60,184,203,112,216,R
1513703733.0746615,018F,8,161,189,148,8,85,24,78,61,R
1513704048.4809697,0316,8,238,249,219,231,213,218,243,221,T
1513702970.5594113,0316,8,212,193,178,181,160,81,160,220,R
1513701416.6283326,02A0,8,84,148,105,135,116,65,237,225,R
1513702565.951319,0316,8,25,249,148,229,247,24,79,186,R
1513704111.9822397,0000,8,0,0,0,0,0,0,0,0,T
1513702042.140843,0329,8,77,67,110,130,31,215,114,61,R
1513701409.4281886,02A0,8,146,179,168,121,91,26,150,126,R
1513704411.8882377,0316,8,230,217,248,219,200,229,210,242,T
1513701645.0329006,0316,8,223,22,191,13,85,221,91,125,R
1513703242.6648533,0260,8,181,17,29,62,72,30,223,168,R
1513702918.058361,0329,8,102,26,204,136,179,89,160,16,R
1513702292.045841,0260,8,4,182,111,207,121,54,61,110,R
1513703499.9699993,0329,8,38,216,58,80,175,245,47,215,R
1513702212.144243,0260,8,55,242,123,85,189,167,205,236,R
1513704025.1805036,0DC9,8,126,55,132,147,92,45,254,26,T
1513704213.3842676,0316,8,244,234,220,252,224,249,241,243,T
1513703149.4629893,0316,8,66,240,139,170,143,19,62,207,R
1513703014.660293,0260,8,228,7,94,33,63,168,71,191,R
1513704530.1906037,0C2A,8,115,9,27,191,78,37,152,103,T
1513704325.5865116,0000,8,0,0,0,0,0,0,0,0,T
1513703527.4705493,0329,8,38,240,62,119,61,137,225,155,R
1513702983.1596632,0260,8,70,77,63,206,96,166,247,184,R
1513704250.7850156,0564,8,156,221,62,81,248,32,199,102,T
1513701951.1390228,0260,8,238,70,96,195,34,161,73,201,R
1513703997.7799556,02A0,8,59,40,150,95,244,95,192,128,R
1513702200.4440088,0260,8,249,72,20,164,160,115,0,121,R
1513702906.4581292,0260,8,125,232,239,87,19,159,244,111,R
1513700017.100342,0260,8,178,181,151,24,198,179,197,244,R
1513704586.6917338,0825,8,77,92,181,100,122,231,246,101,T
1513702794.8558972,018F,8,51,44,112,1,161,105,82,105,R
1513703617.1723435,0260,8,12,127,118,130,167,104,100,248,R
1513700373.907478,0316,8,92,231,204,110,95,161,11,215,R
1513703434.3686874,018F,8,35,48,218,35,154,65,37,113,R
1513704806.6961339,0316,8,250,208,213,210,252,244,229,237,T
1513704965.599312,0000,8,0,0,0,0,0,0,0,0,T
1513703155.0631013,0329,8,13,116,154,134,123,129,78,221,R
1513703743.9748795,0329,8,168,121,45,165,96,24,222,84,R
1513704190.0838017,0316,8,251,209,216,251,226,227,230,234,T
1513703183.2636652,018F,8,41,107,68,252,115,248,34,156,R
1513702431.548631,0329,8,105,12,15,190,194,142,2,35,R
1513702920.5584111,0329,8,119,17,138,220,222,87,90,146,R
1513701458.3291667,0316,8,187,105,197,45,249,26,106,27,R
1513704874.897498,0000,8,0,0,0,0,0,0,0,0,T
1513700554.8110962,018F,8,6,181,101,197,13,221,182,57,R
1513700497.6099522,0260,8,199,237,94,54,8,68,27,142,R
1513703488.7697754,02A0,8,202,200,230,180,205,53,102,246,R
1513701275.6255126,0329,8,247,70,227,231,234,7,35,234,R
1513702351.8470368,018F,8,85,138,56,108,88,47,129,100,R
1513700108.202164,018F,8,233,0,166,95,217,16,111,250,R
1513704724.8944979,053E,8,30,7,239,215,246,239,186,11,T
1513701456.4291286,018F,8,153,47,223,56,68,173,175,40,R
1513702552.0510411,018F,8,226,218,107,189,237,141,253,14,R
1513703626.4725294,018F,8,177,244,149,72,233,229,134,28,R
1513704520.590412,0316,8,216,245,243,253,216,249,249,210,T
1513701600.0320005,0260,8,112,87,87,76,99,132,182,77,R
1513701940.9388187,0316,8,111,28,3,117,118,201,234,200,R
1513704901.2980258,0000,8,0,0,0,0,0,0,0,0,T
1513702664.353287,02A0,8,45,43,67,251,214,96,243,36,R
1513702656.453129,0316,8,39,86,65,41,117,10,198,181,R
1513701005.3201065,02A0,8,62,178,113,141,34,109,240,44,R
1513704505.6901138,0000,8,0,0,0,0,0,0,0,0,T
1513702597.751955,0260,8,77,109,254,12,28,162,40,188,R
1513702164.3432868,0260,8,160,239,139,161,194,231,179,128,R
1513700467.9093583,018F,8,151,154,206,219,202,166,65,178,R
1513702006.4401288,0316,8,67,46,246,28,23,105,84,57,R
1513701203.6240726,0260,8,93,77,238,244,164,248,101,29,R
1513704328.2865658,0000,8,0,0,0,0,0,0,0,0,T
1513700387.9077582,0329,8,248,33,31,75,234,254,125,208,R
1513701275.5255105,0316,8,131,149,87,182,31,109,65,99,R
1513701143.6228724,0316,8,118,83,145,211,39,17,46,0,R
1513701268.9253786,0329,8,98,3,198,121,28,99,98,95,R
1513700561.9112382,018F,8,16,254,90,156,42,230,252,72,R
1513700081.101622,02A0,8,5,111,119,122,190,66,105,138,R
1513701165.4233084,0329,8,168,175,155,1,21,246,198,235,R
1513703921.0784216,02A0,8,82,55,12,146,134,6,84,127,R
1513704394.0878818,0000,8,0,0,0,0,0,0,0,0,T
1513704531.8906379,0316,8,235,228,243,223,204,246,226,242,T
1513701924.4384887,0329,8,200,194,184,46,175,188,135,201,R
1513700751.5150304,0329,8,17,202,203,228,1,181,119,145,R
1513701720.5344107,0316,8,95,126,155,170,251,217,56,201,R
1513703761.2752254,0329,8,5,228,181,19,220,137,35,82,R
1513704316.1863236,0F1A,8,65,30,93,48,77,176,110,108,T
1513701467.5293505,0329,8,131,27,82,2,253,26,188,250,R
1513700179.303586,0260,8,127,194,82,137,218,142,138,110,R
1513701206.0241206,0329,8,161,101,219,63,11,122,108,108,R
1513703878.3775675,018F,8,96,233,217,178,139,234,160,176,R
1513701347.7269545,02A0,8,36,29,250,113,152,242,187,129,R
1513703913.3782675,02A0,8,96,176,19,120,104,48,23,120,R
1513701107.5221505,0260,8,199,240,61,158,204,199,36,23,R
1513700385.8077161,0329,8,103,97,230,42,208,87,92,173,R
1513701088.6217725,018F,8,136,203,73,151,104,113,146,50,R
1513702054.941099,02A0,8,253,78,150,107,231,149,126,231,R
1513702029.7405949,0329,8,211,222,245,249,71,69,208,106,R
1513700186.7037342,0329,8,179,57,223,164,241,78,203,60,R
1513702916.9583392,0260,8,171,140,107,237,207,221,1,104,R
1513700337.50675,0316,8,100,39,167,42,72,210,178,200,R
1513700794.4158883,0260,8,104,144,238,33,67,38,199,224,R
1513700436.4087281,02A0,8,57,196,100,234,63,18,100,116,R
1513702710.1542032,0260,8,123,34,89,13,53,40,86,96,R
1513701840.0368006,0329,8,242,28,181,156,184,161,146,79,R
1513701256.9251385,02A0,8,245,151,188,210,27,59,93,230,R
1513703197.0639412,0329,8,148,122,184,27,14,223,210,4,R
1513703040.6608133,0316,8,108,43,223,34,37,248,200,176,R
1513701049.3209865,02A0,8,221,165,103,232,177,73,31,120,R
1513703085.6617131,018F,8,235,70,106,213,122,95,16,200,R
1513700012.50025,0316,8,11,89,45,33,176,77,217,44,R
1513700983.3196664,0316,8,179,253,253,40,92,234,96,242,R
1513703036.6607332,02A0,8,23,199,240,138,137,52,133,63,R
1513703591.3718274,018F,8,200,200,233,214,217,181,205,27,R
1513704552.6910539,0316,8,241,254,212,216,206,200,205,241,T
1513704963.399268,0B35,8,238,208,88,66,26,219,12,162,T
1513701665.0333006,02A0,8,81,196,22,144,188,100,115,251,R
1513704850.897018,0000,8,0,0,0,0,0,0,0,0,T
1513702715.654313,0316,8,223,139,41,231,104,53,242,183,R
1513701870.4374087,0260,8,91,141,172,149,35,245,10,209,R
1513702456.349127,0260,8,169,48,85,171,159,71,45,89,R
1513703526.7705355,0329,8,219,108,211,17,212,206,168,135,R
1513702621.552431,0316,8,67,208,8,145,144,80,146,103,R
1513703520.1704035,018F,8,157,198,237,148,22,212,160,107,R
1513702135.442709,0329,8,58,57,147,119,118,22,206,8,R
1513701233.0246606,018F,8,178,113,51,238,148,123,29,142,R
1513701484.3296866,0260,8,240,2,118,65,246,35,150,138,R
1513703904.0780816,018F,8,117,244,11,223,2,146,251,132,R
1513702725.7545152,018F,8,173,88,243,78,101,183,124,176,R
1513700342.0068402,0260,8,47,126,45,27,6,231,198,93,R
1513700733.9146783,02A0,8,16,150,101,121,151,85,68,88,R
1513701687.4337487,02A0,8,142,229,172,139,73,5,149,61,R
1513700449.4089882,018F,8,87,162,28,37,196,23,18,173,R
1513700192.50385,02A0,8,69,79,92,227,37,100,239,61,R
1513702780.5556111,0329,8,46,179,149,155,248,30,134,161,R
1513700160.303206,0260,8,106,187,7,85,67,74,199,136,R
1513704138.6827736,0316,8,219,252,205,221,203,206,250,235,T
1513702970.2594051,018F,8,34,140,97,211,46,181,193,169,R
1513700930.2186043,02A0,8,25,25,153,205,189,223,111,91,R
1513700122.902458,0260,8,149,99,138,246,57,173,28,162,R
1513704152.4830496,0000,8,0,0,0,0,0,0,0,0,T
1513701795.4359088,0329,8,113,160,139,177,244,202,221,52,R
1513704031.7806356,073C,8,135,126,154,141,74,140,175,105,T
1513702837.656753,0260,8,78,24,186,161,95,199,73,253,R
1513701225.8245165,0329,8,33,45,207,83,73,49,196,239,R
1513701272.1254425,018F,8,145,25,208,173,139,185,241,56,R
1513704041.9808397,0A30,8,110,100,36,151,75,172,22,251,T
1513701498.5299706,018F,8,119,85,20,146,51,119,169,38,R
1513702858.957179,018F,8,205,123,21,4,34,113,186,42,R
1513704627.1925437,0316,8,214,252,213,251,208,231,210,241,T
1513702132.942659,0316,8,89,118,45,117,204,131,96,73,R
1513701570.2314045,0329,8,178,11,207,136,10,148,203,195,R
1513702214.2442849,018F,8,246,87,77,235,99,128,89,25,R
1513702613.752275,0260,8,0,55,20,221,245,26,81,224,R
1513703910.2782056,018F,8,170,87,113,233,150,221,187,219,R
1513704505.1901038,0000,8,0,0,0,0,0,0,0,0,T
1513704010.0802016,0316,8,223,201,243,252,228,226,243,221,T
1513701097.8219564,0329,8,226,238,195,220,100,227,66,193,R
1513702164.743295,0316,8,116,139,56,139,201,149,229,82,R
1513702837.5567513,0260,8,55,230,43,18,109,78,32,159,R
1513702543.750875,0316,8,58,170,3,55,83,36,99,167,R
1513704340.9868197,0000,8,0,0,0,0,0,0,0,0,T
1513701175.9235184,02A0,8,209,89,38,136,26,197,147,229,R
1513702699.353987,0260,8,162,191,6,149,132,135,77,156,R
1513701815.9363186,02A0,8,254,69,165,240,24,186,129,57,R
1513700325.106502,0329,8,192,2,21,199,55,17,152,175,R
1513703832.1766436,0260,8,212,220,196,212,194,29,187,143,R
1513700643.2128642,018F,8,77,70,208,119,211,7,183,211,R
1513701391.9278386,0316,8,190,95,241,217,213,33,118,118,R
1513700925.4185083,02A0,8,69,6,60,191,103,87,201,157,R
1513700912.2182443,0316,8,251,159,181,152,23,167,154,45,R
1513700312.306246,0260,8,18,1,54,138,226,16,169,60,R
1513703956.3791275,02A0,8,61,236,164,155,146,162,245,152,R
1513700728.5145702,02A0,8,224,156,118,93,227,108,133,185,R
1513702739.354787,0316,8,12,177,221,103,85,72,116,118,R
1513702259.1451828,0316,8,32,249,124,4,12,144,42,83,R
1513701993.5398707,02A0,8,177,150,129,142,114,43,171,62,R
1513700407.00814,02A0,8,37,110,14,77,244,75,161,71,R
1513701867.0373406,0260,8,117,161,138,237,135,206,141,37,R
1513701415.1283026,018F,8,18,51,238,249,67,248,133,251,R
1513704428.1885638,0316,8,222,222,218,200,237,204,227,232,T
1513701921.6384327,0329,8,173,243,173,104,222,169,52,236,R
1513704343.5868716,0DCD,8,232,123,161,90,63,65,201,250,T
1513704608.2921658,0316,8,232,252,239,239,200,219,241,229,T
1513703486.7697353,018F,8,87,63,218,93,10,123,177,76,R
1513702880.0576012,02A0,8,9,148,118,102,172,228,109,167,R
1513704814.6962938,0000,8,0,0,0,0,0,0,0,0,T
1513700802.4160483,0316,8,218,29,130,11,110,158,164,154,R
1513701181.8236365,0316,8,130,31,249,174,61,225,143,195,R
1513704680.2936058,0F27,8,85,107,182,0,24,249,238,61,T
1513703241.1648233,018F,8,128,87,244,214,212,215,144,76,R
1513703586.8717375,018F,8,16,109,152,57,143,111,149,82,R
1513701759.7351947,018F,8,87,7,248,171,230,151,129,135,R
1513703990.1798036,0316,8,236,214,3,59,26,132,37,186,R
1513703869.0773816,0260,8,86,189,18,70,204,191,84,41,R
1513701810.5362108,02A0,8,140,81,105,105,236,84,193,215,R
1513704260.1852038,0AD6,8,118,92,147,222,188,14,105,54,T
1513703955.3791075,0329,8,232,9,6,11,87,166,78,39,R
1513700872.1174424,0329,8,129,6,183,74,75,195,34,254,R
1513704089.3817875,0316,8,242,245,212,221,212,207,203,203,T
1513701658.4331686,02A0,8,167,107,78,77,93,51,0,180,R
1513702463.349267,0316,8,78,159,41,169,245,39,199,219,R
1513702389.7477949,018F,8,62,161,114,132,137,42,181,242,R
1513703435.2687054,02A0,8,65,53,50,55,75,247,54,194,R
1513700958.0191603,0329,8,251,251,136,205,208,162,17,126,R
1513704226.0845218,0129,8,179,137,108,149,167,91,141,179,T
1513702711.654233,02A0,8,157,128,238,111,178,61,99,181,R
1513704583.8916779,0316,8,249,221,215,208,219,230,247,209,T
1513704166.7833357,0000,8,0,0,0,0,0,0,0,0,T
1513703845.6769135,018F,8,94,13,19,199,82,176,225,249,R
1513704995.99992,0000,8,0,0,0,0,0,0,0,0,T
1513700772.6154523,02A0,8,149,68,165,104,53,149,111,202,R
1513702130.7426147,018F,8,121,102,29,126,47,89,170,29,R
1513702509.750195,0329,8,5,101,168,30,149,98,179,121,R
1513703432.7686553,018F,8,153,35,183,38,67,211,22,27,R
1513704224.6844938,0000,8,0,0,0,0,0,0,0,0,T
1513704545.3909078,0C6B,8,254,101,237,198,244,234,242,247,T
1513704205.4841096,0316,8,224,232,208,200,222,252,225,241,T
1513701110.3222065,0329,8,163,17,111,0,220,16,196,120,R
1513703158.8631773,0329,8,219,173,163,103,98,210,147,159,R
1513700211.00422,0316,8,193,242,200,200,204,197,93,206,R
1513704512.6902537,0000,8,0,0,0,0,0,0,0,0,T
1513704404.2880857,0220,8,88,132,127,56,243,173,134,8,T
1513702931.5586312,0316,8,212,67,145,81,39,192,199,248,R
1513702056.0411208,0329,8,95,143,10,83,10,112,152,108,R
1513703651.1730235,0329,8,159,98,47,137,43,67,242,237,R
1513701062.2212443,0316,8,210,95,91,91,123,94,60,227,R
1513703531.6706333,018F,8,193,69,200,176,140,102,32,190,R
1513700771.0154202,018F,8,103,7,72,193,77,147,65,67,R
1513701093.2218645,0260,8,72,49,110,12,70,162,235,217,R
1513700252.5050502,018F,8,37,102,55,62,253,119,47,104,R
1513702242.844857,0260,8,183,212,76,48,238,154,121,59,R
1513701553.0310607,0260,8,83,28,13,217,225,73,90,248,R
1513700586.7117343,0260,8,160,165,146,131,75,88,97,80,R
1513703710.5742116,018F,8,76,136,36,132,149,208,28,76,R
1513702876.1575232,0316,8,161,177,89,44,231,197,11,8,R
1513702121.9424388,018F,8,53,43,125,194,123,90,33,15,R
1513701014.7202945,0260,8,219,112,99,131,146,189,23,213,R
1513704665.49331,0316,8,207,231,206,216,200,254,254,210,T
1513700165.303306,0329,8,54,220,253,157,28,153,210,153,R
1513703899.1779835,02A0,8,152,153,70,11,209,53,209,76,R
1513701560.5312107,0260,8,171,44,202,176,3,124,207,184,R
1513700475.0095003,018F,8,122,163,91,22,154,87,141,181,R
1513702770.355407,0316,8,84,194,98,167,35,121,98,65,R
1513704829.796596,0000,8,0,0,0,0,0,0,0,0,T
1513700369.5073903,0260,8,147,160,92,143,253,77,6,69,R
1513700984.6196923,0329,8,163,24,96,55,20,33,109,24,R
1513701907.1381428,0329,8,6,187,112,15,60,186,238,223,R
1513701070.8214164,018F,8,182,165,151,136,140,85,145,9,R
